,"Date","Num","P. O. #","Name","Source Name","Memo","Deliv Date","Qty","Rcv'd","Backordered","Amount","Item","Open Balance","Inventory Site"
,"08/26/2025","POD-251215","SO-20251196","FEV North America Inc.","Neousys Technology Incorp.","Cblkit-BP-NRU-230V-AWP  NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M. I...","08/26/2025",1,0,1,224.00,"NRU Series:Cblkit-BP-NRU-230V-AWP",224.00,"WH01S-NTA"
,"09/15/2025","POD-251323",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-BP-NRU-230V-AWP  NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M.","10/01/2025",4,0,4,896.00,"NRU Series:Cblkit-BP-NRU-230V-AWP",896.00,"WH01S-NTA"
"Total Cblkit-BP-NRU-230V-AWP",,,,,,,,32,0,32,7168.00,,7168.00,
"Cblkit-FP-NRU-230V-AWP_NRU-240S",,,,,,,,,,,,,,
,"08/06/2025","POD-251122","SO-20251113","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","10/08/2025",10,0,10,1760.00,"NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S",1760.00,"WH01S-NTA"
,"08/06/2025","POD-251123","SO-20251113","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","10/15/2025",15,0,15,2640.00,"NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S",2640.00,"WH01S-NTA"
,"08/07/2025","POD-251129","SO-20251111","NASA-Johnson Space Center","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","09/24/2025",1,0,1,176.00,"NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S",176.00,"WH01S-NTA"
,"08/08/2025","POD-251139","SO-20251126","Sanctuary Cognitive Systems Corporation","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","09/03/2025",2,0,2,352.00,"NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S",352.00,"WH01S-NTA"
,"09/15/2025","POD-251323",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","10/01/2025",4,0,4,704.00,"NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S",704.00,"WH01S-NTA"
,"09/18/2025","POD-251342","SO-20251327","CoastIPC, Inc.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","10/03/2025",1,0,1,176.00,"NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S",176.00,"Drop Ship"
"Total Cblkit-FP-NRU-230V-AWP_NRU-240S",,,,,,,,33,0,33,5808.00,,5808.00,
"Cblkit-NRU-162S-AWP",,,,,,,,,,,,,,
,"07/31/2025","POD-251094","SO-20251053","Rheinmetall Canada Inc.","Neousys Technology Incorp.","Cblkit-NRU-162S-AWP  NRU-162S-AWP cable kit, including 5xCbl-M12X8M-RJ45F-100CM, 1xCbl-M12A8M-2U...","09/17/2025",1,0,1,139.00,"NRU Series:Cblkit-NRU-162S-AWP",139.00,"WH01S-NTA"
,"09/15/2025","POD-251323",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-NRU-162S-AWP  NRU-162S-AWP cable kit, including 5xCbl-M12X8M-RJ45F-100CM, 1xCbl-M12A8M-2U...","10/01/2025",2,0,2,278.00,"NRU Series:Cblkit-NRU-162S-AWP",278.00,"WH01S-NTA"
"Total Cblkit-NRU-162S-AWP",,,,,,,,3,0,3,417.00,,417.00,
"Cblkit-NRU-171V-PPC",,,,,,,,,,,,,,
,"09/24/2025","POD-251363","SO-20251343","CERL-Construction Engineering Research La","Neousys Technology Incorp.","Cblkit-NRU-171V-PPC  NRU-171V-PPC cable kit, including 6xCbl-FAKRA-ZFM-ZFM-12M, 1xCbl-M12X8M-RJ4...","10/15/2025",1,0,1,214.00,"NRU Series:Cblkit-NRU-171V-PPC",214.00,"WH01S-NTA"
"Total Cblkit-NRU-171V-PPC",,,,,,,,1,0,1,214.00,,214.00,
"FK-FF-CABLE-7M",,,,,,,,,,,,,,
,"09/25/2025","POD-251368",,"Neousys Technology Incorp.","Neousys Technology Incorp.","FK-FF-CABLE-7M  7M FAKRA Cable","10/08/2025",1,0,1,18.00,"NRU Series:FK-FF-CABLE-7M",18.00,"WH01S-NTA"
"Total FK-FF-CABLE-7M",,,,,,,,1,0,1,18.00,,18.00,
"FPnl-3Ant-NRU-170-PPC series",,,,,,,,,,,,,,
,"09/24/2025","POD-251363","SO-20251343","CERL-Construction Engineering Research La","Neousys Technology Incorp.","FPnl-3Ant-NRU-170-PPC series  (3ANT)Front Panel of NRU-170-PPC series with 3x antenna holes.","10/15/2025",1,0,1,24.00,"NRU Series:FPnl-3Ant-NRU-170-PPC series",24.00,"WH01S-NTA"
"Total FPnl-3Ant-NRU-170-PPC series",,,,,,,,1,0,1,24.00,,24.00,
"GC-J-A64GB-O-Industrial-Nvidia",,,,,,,,,,,,,,
,"08/29/2025","POD-251238","SO-20251222","Scout AI Inc","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Industrial-Nvidia  Jetson AGX Orin Industrial 64GB Module, Ampere GPU(204...","09/17/2025",7,0,7,17080.00,"NRU Series:GC-J-A64GB-O-Industrial-Nvidia",17080.00,"WH01S-NTA"
"Total GC-J-A64GB-O-Industrial-Nvidia",,,,,,,,7,0,7,17080.00,,17080.00,
"GC-Jetson-AGX32GB-Orin-Nvidia",,,,,,,,,,,,,,
,"08/19/2025","POD-251180","SO-20251175","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/17/2025",20,0,20,20000.00,"NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia",20000.00,"WH01S-NTA"
,"08/19/2025","POD-251181","SO-20251176","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/17/2025",20,0,20,20000.00,"NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia",20000.00,"WH01S-NTA"
,"08/19/2025","POD-251182","SO-20251177","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/24/2025",20,0,20,20000.00,"NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia",20000.00,"WH01S-NTA"
,"08/19/2025","POD-251183","SO-20251178","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/17/2025",25,0,25,25000.00,"NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia",25000.00,"WH01S-NTA"
,"08/19/2025","POD-251184","SO-20251179","Uber Technologies, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX32GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","09/24/2025",20,0,20,20000.00,"NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia",20000.00,"WH01S-NTA"
"Total GC-Jetson-AGX32GB-Orin-Nvidia",,,,,,,,105,0,105,105000.00,,105000.00,
"GC-Jetson-AGX64GB-Orin-Nvidia",,,,,,,,,,,,,,
,"08/29/2025","POD-251238","SO-20251222","Scout AI Inc","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","09/17/2025",9,0,9,16200.00,"NRU Series:GC-Jetson-AGX64GB-Orin-Nvidia",16200.00,"WH01S-NTA"
,"09/12/2025","POD-251307","SO-20251290","Neousys Technology Incorp.","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","09/24/2025",1,0,1,1800.00,"NRU Series:GC-Jetson-AGX64GB-Orin-Nvidia",1800.00,"WH01S-NTA"
,"09/15/2025","POD-251320",,"Neousys Technology Incorp.","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","10/01/2025",3,0,3,5400.00,"NRU Series:GC-Jetson-AGX64GB-Orin-Nvidia",5400.00,"WH01S-NTA"
,"09/18/2025","POD-251342","SO-20251327","CoastIPC, Inc.","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","10/03/2025",1,0,1,1800.00,"NRU Series:GC-Jetson-AGX64GB-Orin-Nvidia",1800.00,"Drop Ship"
,"10/01/2025","POD-251395","SO-20251385","Scout AI Inc","Neousys Technology Incorp.","GC-Jetson-AGX64GB-Orin-Nvidia  NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","10/22/2025",8,0,8,14400.00,"NRU Series:GC-Jetson-AGX64GB-Orin-Nvidia",14400.00,"WH01S-NTA"
"Total GC-Jetson-AGX64GB-Orin-Nvidia",,,,,,,,22,0,22,39600.00,,39600.00,
"NRU-120S-AGX32G",,,,,,,,,,,,,,
,"09/08/2025","POD-251279","SO-20251262","Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-120S-AGX32G  NRU-120S, NVIDIA® Jetson AGX Xavier™ GPU Accelerator for Video Streaming and In...","09/24/2025",4,0,4,6052.00,"NRU Series:NRU-120S-AGX32G",6052.00,"WH01S-NTA"
,"09/11/2025","POD-251300","SO-20251287","Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-120S-AGX32G  NRU-120S, NVIDIA® Jetson AGX Xavier™ GPU Accelerator for Video Streaming and In...","09/24/2025",1,0,1,1513.00,"NRU Series:NRU-120S-AGX32G",1513.00,"WH01S-NTA"
"Total NRU-120S-AGX32G",,,,,,,,5,0,5,7565.00,,7565.00,
"NRU-156-JON16-NS",,,,,,,,,,,,,,
,"09/09/2025","POD-251293","SO-20251285","Sim Sports Corporation","Neousys Technology Incorp.","NRU-156-JON16-NS  NRU-156U3-FT barebone, NVIDIA® Jetson Orin™ NX 16GB module.  * Need select NVM...","09/26/2025",2,0,2,1956.00,"NRU Series:NRU-156-JON16-NS",1956.00,"Drop Ship"
"Total NRU-156-JON16-NS",,,,,,,,2,0,2,1956.00,,1956.00,
"NRU-162S-AWP",,,,,,,,,,,,,,
,"09/15/2025","POD-251320",,"Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-162S-AWP  IP66 NVIDIA® Jetson Orin™ NX / Orin™ Nano Computer with 4x PoE+ GbE.","10/01/2025",1,0,1,549.00,"NRU Series:NRU-162S-AWP",549.00,"WH01S-NTA"
"Total NRU-162S-AWP",,,,,,,,1,0,1,549.00,,549.00,
"NRU-171V-PPC-JON16-NS",,,,,,,,,,,,,,
,"09/24/2025","POD-251363","SO-20251343","CERL-Construction Engineering Research La","Neousys Technology Incorp.","NRU-171V-PPC-JON16-NS  IP66 NVIDIA® Jetson Orin™ NX 16GB Panel PC with 6x GMSL2.  *Need to selec...","10/15/2025",1,0,1,1742.00,"NRU Series:NRU-171V-PPC-JON16-NS",1742.00,"WH01S-NTA"
"Total NRU-171V-PPC-JON16-NS",,,,,,,,1,0,1,1742.00,,1742.00,
"NRU-220S",,,,,,,,,,,,,,
,"09/12/2025","POD-251307","SO-20251290","Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-220S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics.","09/24/2025",1,0,1,637.00,"NRU Series:NRU-220S",637.00,"WH01S-NTA"
,"09/15/2025","POD-251320",,"Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-220S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics.","10/01/2025",3,0,3,1911.00,"NRU Series:NRU-220S",1911.00,"WH01S-NTA"
"Total NRU-220S",,,,,,,,4,0,4,2548.00,,2548.00,
"NRU-222S",,,,,,,,,,,,,,
,"08/19/2025","POD-251180","SO-20251175","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/17/2025",20,0,20,15600.00,"NRU Series:NRU-222S",15600.00,"WH01S-NTA"
,"08/19/2025","POD-251181","SO-20251176","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/17/2025",20,0,20,15600.00,"NRU Series:NRU-222S",15600.00,"WH01S-NTA"
,"08/19/2025","POD-251182","SO-20251177","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/24/2025",20,0,20,15600.00,"NRU Series:NRU-222S",15600.00,"WH01S-NTA"
,"08/19/2025","POD-251183","SO-20251178","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/17/2025",25,0,25,19500.00,"NRU Series:NRU-222S",19500.00,"WH01S-NTA"
,"08/19/2025","POD-251184","SO-20251179","Uber Technologies, Inc.","Neousys Technology Incorp.","NRU-222S  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","09/24/2025",20,0,20,15600.00,"NRU Series:NRU-222S",15600.00,"WH01S-NTA"
"Total NRU-222S",,,,,,,,105,0,105,81900.00,,81900.00,
"NRU-222S-JAO32G",,,,,,,,,,,,,,
,"09/05/2025","POD-251268","SO-20251267","CoastIPC, Inc.","Neousys Technology Incorp.","NRU-222S-JAO32G  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE...","10/31/2025",3,0,3,5205.00,"NRU Series:NRU-222S-JAO32G",5205.00,"Drop Ship"
,"09/05/2025","POD-251270","SO-20251268","CoastIPC, Inc.","Neousys Technology Incorp.","NRU-222S-JAO32G  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE...","10/31/2025",3,0,3,5205.00,"NRU Series:NRU-222S-JAO32G",5205.00,"Drop Ship"
,"09/30/2025","POD-251386","SO-20251386","CoastIPC, Inc.","Neousys Technology Incorp.","NRU-222S-JAO32G  NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE...","10/17/2025",11,0,11,19085.00,"NRU Series:NRU-222S-JAO32G",19085.00,"Drop Ship"
"Total NRU-222S-JAO32G",,,,,,,,17,0,17,29495.00,,29495.00,
"NRU-230V-AWP",,,,,,,,,,,,,,
,"08/29/2025","POD-251238","SO-20251222","Scout AI Inc","Neousys Technology Incorp.","NRU-230V-AWP  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x 10GbE p...","09/17/2025",7,0,7,8232.00,"NRU Series:NRU-230V-AWP",8232.00,"WH01S-NTA"
,"08/29/2025","POD-251238","SO-20251222","Scout AI Inc","Neousys Technology Incorp.","NRU-230V-AWP  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x 10GbE p...","09/17/2025",9,0,9,10584.00,"NRU Series:NRU-230V-AWP",10584.00,"WH01S-NTA"
,"09/15/2025","POD-251320",,"Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-230V-AWP  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x 10GbE p...","10/01/2025",4,0,4,4704.00,"NRU Series:NRU-230V-AWP",4704.00,"WH01S-NTA"
,"10/01/2025","POD-251395","SO-20251385","Scout AI Inc","Neousys Technology Incorp.","NRU-230V-AWP  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x 10GbE p...","10/22/2025",8,0,8,9408.00,"NRU Series:NRU-230V-AWP",9408.00,"WH01S-NTA"
"Total NRU-230V-AWP",,,,,,,,28,0,28,32928.00,,32928.00,
"NRU-230V-AWP-JAO64G",,,,,,,,,,,,,,
,"08/06/2025","POD-251122","SO-20251113","Applied Intuition, Inc.","Neousys Technology Incorp.","NRU-230V-AWP-JAO64G  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x ...","10/08/2025",10,0,10,29760.00,"NRU Series:NRU-230V-AWP-JAO64G",29760.00,"WH01S-NTA"
,"08/06/2025","POD-251123","SO-20251113","Applied Intuition, Inc.","Neousys Technology Incorp.","NRU-230V-AWP-JAO64G  IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x ...","10/15/2025",15,0,15,44640.00,"NRU Series:NRU-230V-AWP-JAO64G",44640.00,"WH01S-NTA"
"Total NRU-230V-AWP-JAO64G",,,,,,,,25,0,25,74400.00,,74400.00,
"NRU-240S-AWP",,,,,,,,,,,,,,
,"09/18/2025","POD-251342","SO-20251327","CoastIPC, Inc.","Neousys Technology Incorp.","NRU-240S-AWP  IP66 NVIDIA® Jetson AGX Orin™ Computer with 4x GbE and 1x 10GbE ports. Industrial ...","10/03/2025",1,0,1,960.00,"NRU Series:NRU-240S-AWP",960.00,"Drop Ship"
"Total NRU-240S-AWP",,,,,,,,1,0,1,960.00,,960.00,
"NRU-52S-NX16G",,,,,,,,,,,,,,
,"09/30/2025","POD-251385",,"Neousys Technology Incorp.","Neousys Technology Incorp.","NRU-52S-NX16G  NRU-52S platform and NVIDIA® Jetson Xavier™ NX 16GB module AI NVR for Auto-Tracki...","10/15/2025",3,0,3,2796.00,"NRU Series:NRU-52S-NX16G",2796.00,"WH01S-NTA"
"Total NRU-52S-NX16G",,,,,,,,3,0,3,2796.00,,2796.00,
"Total NRU Series",,,,,,,,429,0,429,425584.00,,425584.00,
"Nuvo-10000 Series",,,,,,,,,,,,,,
"Nuvo-10003",,,,,,,,,,,,,,
,"09/16/2025","POD-251325",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10003  Intel® 13th/ 12th-Gen Core™ i7/ i5/ i3 Expansion Box-PC with 3x PCIe slots.","10/01/2025",3,0,3,1530.00,"Nuvo-10000 Series:Nuvo-10003",1530.00,"WH01S-NTA"
"Total Nuvo-10003",,,,,,,,3,0,3,1530.00,,1530.00,
"Nuvo-10007-CTI",,,,,,,,,,,,,,
,"09/12/2025","POD-251308","SO-20251259","Candela Technologies Inc.","Neousys Technology Incorp.","Nuvo-10007-CTI  Intel® 14th/ 13th/ 12th-Gen Core™ i7/ i5/ i3 Expansion Box-PC with 7x PCIe slots...","10/01/2025",1,0,1,764.00,"Nuvo-10000 Series:Nuvo-10007-CTI",764.00,"WH01S-NTA"
"Total Nuvo-10007-CTI",,,,,,,,1,0,1,764.00,,764.00,
"Nuvo-10108GC-10G",,,,,,,,,,,,,,
,"09/08/2025","POD-251276",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10108GC-10G  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA® RTX 40 S...","09/24/2025",2,0,2,1980.00,"Nuvo-10000 Series:Nuvo-10108GC-10G",1980.00,"WH01S-NTA"
,"09/15/2025","POD-251320",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10108GC-10G  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA® RTX 40 S...","10/01/2025",2,0,2,1980.00,"Nuvo-10000 Series:Nuvo-10108GC-10G",1980.00,"WH01S-NTA"
"Total Nuvo-10108GC-10G",,,,,,,,4,0,4,3960.00,,3960.00,
"Nuvo-10108GC-10G-i9IC-65W",,,,,,,,,,,,,,
,"09/08/2025","POD-251280","SO-20251271","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10108GC-10G-i9IC-65W  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA®...","10/17/2025",3,0,3,4617.00,"Nuvo-10000 Series:Nuvo-10108GC-10G-i9IC-65W",4617.00,"Drop Ship"
,"09/09/2025","POD-251291","SO-20251279","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10108GC-10G-i9IC-65W  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA®...","10/17/2025",3,0,3,4617.00,"Nuvo-10000 Series:Nuvo-10108GC-10G-i9IC-65W",4617.00,"Drop Ship"
"Total Nuvo-10108GC-10G-i9IC-65W",,,,,,,,6,0,6,9234.00,,9234.00,
"Nuvo-10108GC-10G-i9IC14-65W-DS",,,,,,,,,,,,,,
,"09/12/2025","POD-251311","SO-20251301","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10108GC-10G-i9IC14-65W-DS  Industrial-grade GPU Computing Edge AI Platform Supporting an NV...","10/17/2025",6,0,6,9210.00,"Nuvo-10000 Series:Nuvo-10108GC-10G-i9IC14-65W-DS",9210.00,"Drop Ship"
"Total Nuvo-10108GC-10G-i9IC14-65W-DS",,,,,,,,6,0,6,9210.00,,9210.00,
"Nuvo-10108GC-i9IC-65W",,,,,,,,,,,,,,
,"09/30/2025","POD-251387","SO-20251387","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10108GC-i9IC-65W  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA® RTX...","10/17/2025",4,0,4,5840.00,"Nuvo-10000 Series:Nuvo-10108GC-i9IC-65W",5840.00,"Drop Ship"
"Total Nuvo-10108GC-i9IC-65W",,,,,,,,4,0,4,5840.00,,5840.00,
"Nuvo-10108GC-i9IC14-65W-DS",,,,,,,,,,,,,,
,"09/12/2025","POD-251311","SO-20251301","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10108GC-i9IC14-65W-DS  Industrial-grade GPU Computing Edge AI Platform Supporting an NVIDIA...","10/17/2025",6,0,6,8736.00,"Nuvo-10000 Series:Nuvo-10108GC-i9IC14-65W-DS",8736.00,"Drop Ship"
"Total Nuvo-10108GC-i9IC14-65W-DS",,,,,,,,6,0,6,8736.00,,8736.00,
"Nuvo-10208GC",,,,,,,,,,,,,,
,"09/15/2025","POD-251316",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10208GC  Industrial-grade Edge AI Platform supporting dual NVIDIA® RTX series 350W GPU Card...","10/01/2025",2,0,2,2842.00,"Nuvo-10000 Series:Nuvo-10208GC",2842.00,"WH01S-NTA"
,"09/30/2025","POD-251380",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10208GC  Industrial-grade Edge AI Platform supporting dual NVIDIA® RTX series 350W GPU Card...","10/15/2025",2,0,2,2842.00,"Nuvo-10000 Series:Nuvo-10208GC",2842.00,"WH01S-NTA"
"Total Nuvo-10208GC",,,,,,,,4,0,4,5684.00,,5684.00,
"Nuvo-10208GC-10G",,,,,,,,,,,,,,
,"09/15/2025","POD-251320",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-10208GC-10G  Industrial-grade Edge AI Platform supporting dual NVIDIA® RTX series 350W GPU ...","10/01/2025",8,0,8,11992.00,"Nuvo-10000 Series:Nuvo-10208GC-10G",11992.00,"WH01S-NTA"
"Total Nuvo-10208GC-10G",,,,,,,,8,0,8,11992.00,,11992.00,
"Nuvo-10208GC-10G-i9IC14-65W-DS",,,,,,,,,,,,,,
,"09/12/2025","POD-251312","SO-20251302","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10208GC-10G-i9IC14-65W-DS  Industrial-grade Edge AI Platform supporting dual NVIDIA® RTX se...","10/31/2025",4,0,4,8176.00,"Nuvo-10000 Series:Nuvo-10208GC-10G-i9IC14-65W-DS",8176.00,"Drop Ship"
"Total Nuvo-10208GC-10G-i9IC14-65W-DS",,,,,,,,4,0,4,8176.00,,8176.00,
"Nuvo-10208GC-i9IC14-65W-DS",,,,,,,,,,,,,,
,"09/12/2025","POD-251312","SO-20251302","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-10208GC-i9IC14-65W-DS  Industrial-grade Edge AI Platform supporting dual NVIDIA® RTX series...","10/31/2025",4,0,4,7864.00,"Nuvo-10000 Series:Nuvo-10208GC-i9IC14-65W-DS",7864.00,"Drop Ship"
"Total Nuvo-10208GC-i9IC14-65W-DS",,,,,,,,4,0,4,7864.00,,7864.00,
"Total Nuvo-10000 Series",,,,,,,,50,0,50,72990.00,,72990.00,
"Nuvo-11000 Series",,,,,,,,,,,,,,
"Nuvo-11006E",,,,,,,,,,,,,,
,"08/27/2025","POD-251224",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006E  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2,...","10/15/2025",4,0,4,2724.00,"Nuvo-11000 Series:Nuvo-11006E",2724.00,"WH01S-NTA"
"Total Nuvo-11006E",,,,,,,,4,0,4,2724.00,,2724.00,
"Nuvo-11006E-PoE",,,,,,,,,,,,,,
,"08/27/2025","POD-251224",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006E-PoE  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB ...","10/15/2025",4,0,4,3056.00,"Nuvo-11000 Series:Nuvo-11006E-PoE",3056.00,"WH01S-NTA"
"Total Nuvo-11006E-PoE",,,,,,,,4,0,4,3056.00,,3056.00,
"Nuvo-11006E-PoE-10G",,,,,,,,,,,,,,
,"08/27/2025","POD-251224",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006E-PoE-10G  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 10GbE, 6x 2.5Gb...","10/15/2025",4,0,4,3332.00,"Nuvo-11000 Series:Nuvo-11006E-PoE-10G",3332.00,"WH01S-NTA"
"Total Nuvo-11006E-PoE-10G",,,,,,,,4,0,4,3332.00,,3332.00,
"Nuvo-11006E-U9IC-35W-DS",,,,,,,,,,,,,,
,"09/09/2025","POD-251292","SO-20251277","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-11006E-U9IC-35W-DS  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/G...","09/26/2025",2,0,2,2452.00,"Nuvo-11000 Series:Nuvo-11006E-U9IC-35W-DS",2452.00,"Drop Ship"
"Total Nuvo-11006E-U9IC-35W-DS",,,,,,,,2,0,2,2452.00,,2452.00,
"Nuvo-11006LP",,,,,,,,,,,,,,
,"08/27/2025","POD-251224",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006LP  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB 3.2...","10/15/2025",4,0,4,2568.00,"Nuvo-11000 Series:Nuvo-11006LP",2568.00,"WH01S-NTA"
"Total Nuvo-11006LP",,,,,,,,4,0,4,2568.00,,2568.00,
"Nuvo-11006LP-PoE",,,,,,,,,,,,,,
